itemid,Category
903413769,1
912796444,1
959731750,5
1060145507,5
1092692139,3
1108143682,3
1345109215,3
1406134800,4
1482851510,3
1547604492,7
1555938398,5
1586610451,3
1628932695,5
1677173244,5
1736441898,5
1738341678,5
1747011804,5
1750887282,5
1766911478,3
1784892865,5
1798480090,5
1799246852,5
1813428271,3
43720791,5
182146374,1
304323652,5
644406484,3
740878512,5
860760502,3
892979061,5
915553798,1
1171459642,5
1382951572,5
1388569862,3
1434028811,5
1493592538,3
1588948570,3
1590865124,5
1601949767,5
1630155774,3
1637647781,1
1653983961,5
1705091071,5
1742111249,5
1820405318,5
1830859823,3
17259915,1
602582920,5
622991800,3
716164851,1
790922299,3
1193100600,4
1471748468,3
1480042552,3
1489110684,5
1531354626,5
1532366069,3
1546464239,5
1592250347,3
1601318864,5
1667671009,3
1678673426,5
1720332583,5
1791896976,1
27366960,5
156075469,3
474802715,4
796596360,5
804145022,5
1611156757,4
1623849776,5
1653374762,5
1693939536,5
1696068761,5
1720340730,5
1727976348,3
1736406885,5
1795484366,3
38171083,5
415104619,3
622916609,5
923148864,3
993965561,5
1061573661,3
1281447985,5
1374718324,3
1421165514,3
1605960998,5
1612356461,1
1618612890,3
1643533831,2
1647372626,2
1666660688,5
1675408874,3
1678800979,5
1715001697,1
1716350314,5
1828676134,5
388626790,5
521725077,11
546344844,1
733492772,5
911506744,1
1103238594,3
1104920668,3
1209887914,5
1369745311,5
1590472252,3
1657851695,5
1704329060,5
1704394095,5
1706299574,5
1730487584,1
1765280435,1
1791910276,5
1811296638,1
7157107,5
255126246,5
722669192,5
844268629,5
869871460,5
985304660,5
1073860772,3
1201800034,9
1269612788,5
1451339324,5
1506602246,4
1604197400,5
1690996425,3
1704435369,2
1705932594,5
1741596206,5
1750973624,3
1755314353,3
1764235909,5
1779932248,5
392698490,1
527898556,4
851529923,3
886049857,4
916403417,5
1188692804,3
1188915030,5
1365355725,3
1392614969,5
1628391817,5
1693207917,5
1705372892,5
1740203398,3
1741277483,5
1750602313,7
1805686994,5
1830825747,3
76887959,5
97084692,3
756312210,3
774737368,2
783897095,3
1080323854,3
1302952933,5
1424159069,5
1443185024,5
1448384598,5
1471047010,2
1535761498,5
1654175321,5
1716635336,5
1812150026,3
45375477,5
112703394,5
184347354,3
432875989,5
569429653,3
1085682396,5
1273686828,5
1406178621,4
1429964931,3
1436763275,1
1442737697,3
1541164680,5
1542637513,5
1587756662,3
1614065664,3
1637414230,5
1693016332,5
1706380561,3
1719147722,1
1748327770,5
1750847791,3
1779772917,5
67460823,1
209158578,5
664500212,5
669831270,3
766287018,3
831180428,3
974825136,5
1049433011,5
1283542753,3
1390720475,5
1399076055,3
1507754326,5
1555910315,5
1604363764,5
1613450783,1
1625476618,5
1637328078,5
1704368136,5
1707787919,5
1710023977,4
1765064453,5
1780110161,3
1815351208,5
6166705,3
112076342,5
300130570,4
540626828,3
673441209,5
976272888,5
1079091309,5
1085556772,3
1102559319,3
1324694764,5
1356379732,3
1377056990,4
1484813140,8
1507019728,3
1518810316,4
1528761735,3
1564354651,7
1655190838,1
1736351032,1
1764012249,3
1779593382,3
1793810270,5
152597514,5
191626933,5
475698191,5
754400909,5
812600979,3
941485613,3
1057746500,1
1206418251,5
1332435933,3
1393247352,3
1454951960,5
1581156432,5
1595145359,3
1601598417,1
1681035659,5
1696254183,4
1805586347,5
114968821,5
658006099,3
711244950,3
769644424,1
1054755842,3
1267378166,5
1297387871,3
1374114160,5
1378054885,5
1384327656,3
1423810083,2
1470913137,4
1521931653,5
1548272582,5
1557170957,4
1601504180,5
1641416916,4
1713440511,3
1742920166,5
1750873250,5
1828682688,5
56567291,5
63528206,3
152608274,5
313111679,5
615725460,4
786595121,5
951375073,4
974972935,5
1110751379,3
1179437914,3
1423872749,3
1451999102,3
1485414146,3
1549891108,5
1592054442,3
1618188530,3
1626726930,3
1646915806,3
1683697145,1
1686148612,5
1704355793,5
1779857156,5
1823518310,3
1833525261,1
727142418,3
760980839,5
803374786,3
944924621,3
1180817590,3
1194762124,3
1328812046,4
1431580503,3
1459126605,5
1578750756,9
1653502411,5
1663284358,5
1699889525,4
1730824526,7
1742625920,5
1766896362,5
1831929309,7
1833784286,7
745428995,5
767893009,5
965517075,3
1099254220,3
1195364282,5
1295893340,3
1311821687,3
1321346116,3
1385178684,5
1405927013,4
1653813372,5
1694497805,3
1699035366,4
1734639682,5
1736466075,5
1785043281,4
1819732131,3
35709960,5
49591227,5
365534944,5
636880982,5
682757800,5
685187016,3
787809469,3
988155359,1
1008509138,4
1286150524,3
1356015370,5
1392569163,3
1610934320,5
1646153364,5
1646168907,9
1658520333,5
1708591556,5
1721406999,5
1764264715,5
1772709922,5
267263358,3
380666528,5
460832798,5
532381647,5
544120669,5
753224687,3
1188240679,5
1198994423,3
1387430922,5
1480282573,5
1497314222,5
1506217980,5
1528748498,2
1566126541,8
1690817446,3
1734155893,5
1761608014,3
1766558622,5
1771099316,1
73992752,5
236613573,3
519663022,5
569422569,5
674307766,5
791745601,3
864990524,3
953923453,5
988039971,5
1038979135,5
1317977971,5
1395745449,5
1411948302,3
1443198383,5
1556114765,5
1586826202,3
1615586127,5
1668944947,4
1719277182,2
1748277816,5
1748318895,5
1794798588,5
1829130633,1
34155537,5
320108386,5
662418538,4
664245168,3
881600590,5
997748376,5
1051352488,5
1073950027,5
1180855103,3
1191689046,3
1258331341,1
1344207242,3
1451755321,3
1466071354,3
1487051330,4
1575720574,5
1653866936,5
1748611278,5
1791910197,3
1801534132,5
1830900507,3
1830966450,3
14190457,4
302053348,4
433896372,3
624351247,5
704247149,3
950571984,4
995882241,5
1192553800,5
1195063393,3
1324694759,5
1343914691,3
1367043675,3
1506098460,5
1531318115,5
1614981386,5
1656393469,5
1679232524,3
1679518290,3
1718261450,1
1736462423,3
1748458769,1
44879952,3
64774252,3
105521902,5
161484742,1
629575257,5
944514522,5
1043030771,3
1115791327,5
1332237435,5
1340716132,3
1468231740,5
1488885576,5
1611509143,3
1720138423,5
1720552703,7
1785135437,5
1804797672,5
379624771,3
440639370,5
617863293,5
742152412,5
792065982,5
1135148359,5
1157874606,3
1189424097,5
1374597281,5
1488776416,5
1537831850,3
1585940044,5
1615801868,3
1634634154,4
1652740875,3
1653908729,5
1722709083,5
1779857848,5
1815407262,5
36956558,5
40250394,3
528228325,3
672007925,3
853861555,2
979577580,5
1047673119,5
1088823690,3
1154913689,5
1337434077,5
1374235196,5
1383250123,3
1458577633,5
1523142094,5
1534301321,3
1604979214,5
1628835126,5
1678241820,5
1704260797,5
1786242818,5
1824697399,4
344811242,3
525016463,5
540646662,3
625898040,5
847697143,5
867752094,3
1186655146,3
1197092625,3
1215027541,4
1401473613,5
1468199887,5
1497270388,5
1573813476,1
1582041534,3
1595038496,1
1659646501,2
1682291303,1
1683024954,3
1694682653,5
1712131121,1
1733152687,3
1748281766,5
1798853400,3
1828514962,3
134307651,3
732090791,3
797583043,5
974453476,5
1377355283,5
1422898726,2
1678794222,1
1699076344,4
1792196057,3
1794894845,3
1822057582,3
1827941658,5
3803907,3
14151207,5
28886095,1
40067848,1
129172229,5
156525147,5
197107678,4
618761526,3
986201313,1
1057817494,3
1063422654,3
1080663831,4
1080990227,5
1101298859,1
1182338549,5
1210273279,5
1381790021,5
1452814302,3
1519025927,1
1547938815,5
1652590246,5
1734700098,5
1748541352,5
1808837129,3
1828630754,5
2968727,5
6196729,1
1047580817,3
1054053972,5
1110882980,3
1392956675,3
1513024948,5
1533105955,3
1586825862,3
1603403823,5
1666256247,4
1681976598,5
1738732941,3
36644491,5
114940606,4
443964766,5
484733982,3
616654294,3
1024639167,3
1420115346,7
1449878138,3
1494729255,5
1531823393,5
1550476590,3
1551249079,3
1568355319,5
1597676739,3
1683153094,3
1704662722,3
1720118842,5
1726307070,5
1736487252,3
1755430777,3
1793436136,5
136712426,3
216786890,5
672014453,3
673474130,5
686961200,5
877036492,5
933120948,5
1262592671,5
1371672061,3
1377443755,3
1496318233,3
1538395746,5
1564313614,7
1569331844,3
1604453144,5
1628481367,5
1637864319,7
1670227112,3
1671669999,3
1691359078,3
1736439073,5
1738977147,3
104586265,5
194580579,5
776975742,3
879336531,5
909902484,5
991103934,3
1118610439,5
1134206150,5
1369488333,5
1379611057,3
1394248100,7
1400026882,3
1429205649,3
1450812883,5
1480713437,5
1506228401,5
1526746027,1
1545471330,5
1741707341,5
1746353245,3
1752035285,1
1754597973,5
1757461199,3
1772433291,3
1804278574,2
1822712184,3
35999796,3
45184531,3
62971985,5
146308244,5
417394412,5
731896175,9
737080969,5
832942057,3
846368556,5
846454198,3
1108883014,5
1355681921,3
1357053870,5
1377444939,5
1384316971,5
1500758701,5
1604113012,5
1604454304,5
1626815801,2
1635564796,5
1653366582,5
1676114350,1
1692263861,3
1705259087,5
1705722978,7
1711962661,5
1764083830,5
1830868025,3
30142460,1
156536017,5
246894699,5
754570124,3
767610373,5
832925959,3
933075002,3
1285683405,5
1290316500,2
1351470994,5
1373820643,3
1536744929,3
1579057643,5
1613469073,3
1679280308,5
1773652833,1
1774710625,3
25354745,5
58292653,5
129341387,3
146311443,5
592245888,3
654091475,5
860770292,3
1085440852,4
1156925763,3
1315026880,3
1531819016,5
1587158185,3
1700629363,3
1704498644,5
1720122317,5
1748275153,5
1766616707,5
1815355705,5
1833934807,2
9327104,5
17432457,5
26299665,3
105885458,3
271509668,5
372709358,4
564694179,5
610565507,3
643609212,3
740112883,3
987542416,5
1451095298,3
1485644862,3
1587116708,5
1624666490,5
1705236518,5
1720336324,5
1731555130,9
1762782062,5
1766949601,5
12227676,5
16378785,1
845694182,5
923329477,3
982411647,5
1056656784,5
1280754078,3
1330806783,3
1367074094,4
1380523907,3
1397174453,2
1542767747,5
1555988668,5
1583025544,5
1592766575,1
1623553691,5
1647906139,7
1663996690,5
1791905569,5
1792505127,2
1803098998,5
1808786623,3
1824131706,3
3802740,5
27055407,5
341458874,5
635647942,5
672000860,4
778741337,3
794500979,3
1047580544,3
1263983029,5
1276296784,1
1292222334,4
1477050290,3
1483846277,5
1516467002,5
1562088759,3
1589475561,1
1590655312,3
1698718327,4
1722786713,5
1735086745,5
1737671366,3
1820787024,2
16297232,5
238039638,3
300164532,5
1009258825,5
1051924543,3
1195544524,5
1454060395,3
1486431412,3
1561880629,5
1603983641,5
1604409386,5
1604415637,5
1611175464,5
1628542786,5
1643499001,3
1741705881,5
1748178719,5
1756064922,7
1766618059,5
1803213389,5
13313397,5
57996741,5
156040697,3
294490545,3
300691453,5
650548939,5
829679566,3
915287629,5
974426974,5
1110842676,3
1374718816,3
1415964943,3
1458469834,5
1509142665,4
1587972827,3
1684085544,3
1736448778,5
1759081781,5
1804597961,5
1822583594,5
19716179,3
154191245,5
223690953,4
393596351,5
433078555,3
716906639,5
916610115,4
933638769,4
1027637064,3
1124327961,3
1126466125,5
1170096537,5
1180762363,5
1229011400,5
1357180191,3
1675091237,3
1693834204,5
1705615990,3
1770363866,5
1791881901,3
1791901667,5
75515897,5
613175243,3
790287127,3
849108281,1
908866077,3
927578271,9
1053423844,4
1325717571,3
1406179893,4
1407774087,5
1543996393,5
1601620921,5
1614001911,3
1638012602,5
1643444806,5
1656244899,5
1656353124,1
1717416816,3
1735617343,3
1748540608,5
1751006792,5
1764272400,5
1797939458,3
1805514350,5
9828308,5
156981252,1
658671902,3
869519076,5
988204221,1
1019882237,3
1031101876,2
1054061028,3
1089004059,5
1365609177,5
1410350617,3
1478633408,7
1488893884,3
1532748517,5
1557247793,2
1561922425,5
1615624182,3
1625697249,7
1625869734,1
1633618259,5
1645266344,3
1653737333,5
1671542385,7
1677619743,5
1705342406,5
1757721897,3
1768720719,5
1785138245,4
1801352304,5
13650294,3
68042179,4
942342173,5
1115854305,3
1377408541,5
1377495718,3
1574096197,5
1603170908,5
1615316862,5
1653335709,5
1679475781,3
1681797963,5
1734689285,5
1782569764,7
1786906211,5
1787256041,3
103140056,5
136709726,3
239076402,5
473806288,1
484510451,12
740406885,7
797581808,3
830988975,3
938501046,5
1016103088,5
1027068119,3
1053845097,5
1109113043,5
1171573184,3
1415826851,3
1539118906,5
1651993834,3
1735675977,3
1785147127,5
1793824458,5
637694719,5
641023574,5
936986290,4
947773903,4
1053446959,4
1123432967,3
1283542778,3
1365197332,3
1377444596,5
1413706140,4
1522793994,5
1593379113,5
1613837627,3
1625697353,1
1678599515,5
1682472659,1
1685985346,5
1738347310,2
1742783724,5
36474586,4
236614884,3
311443689,3
423588971,5
526041604,5
812646027,5
1044208438,5
1254983331,2
1323134164,3
1597356892,5
1641499115,3
1654008894,5
1695271750,9
1784952207,5
1806856433,3
1811011829,5
1830880339,3
31405258,4
42175005,5
436382227,5
921382800,6
1058067481,5
1373988970,3
1407675695,3
1443626899,7
1506523243,5
1614001389,5
1663968544,5
1698512401,5
1704314279,5
1736481301,5
1748299204,5
1765025731,5
29200615,1
76794525,1
676590790,5
844869588,3
880294085,3
881604349,5
947799285,5
1302257535,7
1415828801,5
1463669822,4
1507924151,5
1541169686,4
1599142012,3
1603744414,5
1623870141,5
1720117902,5
1730540619,5
717402759,3
734883359,5
894678851,4
929853540,1
929983605,3
941469049,3
1012122400,5
1129481414,4
1197327091,3
1237133355,3
1246902221,3
1270737217,5
1275894410,4
1297407087,5
1409037014,5
1603212161,5
1623992301,5
1653966381,5
1656230808,5
1658220334,3
1698660261,5
1730481454,1
1766812770,5
1770728682,4
1802541997,3
119158033,1
122116313,3
265339199,3
300141094,1
738334969,3
1014953189,5
1085913048,5
1298429971,5
1302659165,4
1477391375,7
1513519209,3
1531185606,5
1557230523,3
1569042786,5
1629606621,3
1654001320,5
1656254143,3
1727976262,3
1734712863,5
1773092160,5
1809879795,3
1830842646,3
371055751,5
503105794,5
526473185,5
606281783,3
737236977,5
903724420,3
915520101,5
1128552238,5
1159613269,5
1377819868,5
1628541094,5
1645431912,3
1734618723,5
1745926594,5
1791908865,5
112640316,5
417053027,5
449811363,5
898459937,3
1088827793,5
1181148914,3
1223170676,3
1433945344,5
1503432682,5
1555873143,2
1655892205,1
1670332127,3
1675821229,5
1683002215,5
1741264540,5
1742621804,8
119409846,5
315506910,5
752959918,3
818677469,3
923143803,3
1065554353,4
1079086349,3
1081340470,4
1155305772,3
1201908514,1
1206032640,3
1208933856,5
1242113682,4
1254886480,7
1280913515,5
1373853643,3
1585686880,3
1611373579,1
1629051125,5
1646646866,5
1748145707,5
1793587690,5
1815268265,5
1829230992,1
45085165,4
312621315,5
558277086,5
671949236,5
695817937,9
750222936,5
888454750,3
910932359,5
1353560133,3
1443196196,5
1468253446,4
1506603175,4
1525946420,4
1532070632,5
1541874419,5
1591823667,5
1696787592,1
1699081820,5
1720121156,5
1720121518,2
1763887275,5
1775765757,3
14395943,5
498188033,5
526370812,3
597274247,3
712834871,1
721493752,3
1032351597,3
1098736500,3
1195225876,5
1206942326,5
1291084597,3
1413692694,3
1526741348,5
1537668763,5
1555805595,3
1815657773,3
634432168,3
718092532,3
766389500,5
854211697,5
927299218,3
1060181396,5
1102810063,3
1110856127,5
1152779641,5
1191204823,11
1355600968,5
1589086634,1
1696079197,2
1752192423,3
1775664934,5
77146214,5
115868056,3
548523952,5
876788947,3
914398079,3
985435165,5
1004827051,1
1095725049,3
1129078877,3
1179667591,7
1227711280,3
1279362103,3
1296244516,3
1517316049,5
1555436805,1
1576160842,3
1590793116,3
1639718491,1
1705339227,3
1748489854,3
1798031054,5
1804376577,5
105632753,4
217274837,5
343312932,5
524885118,3
642960524,5
790929220,5
869319921,3
881304253,5
1008423521,4
1055440421,4
1130474104,5
1181346571,3
1527114858,5
1541164699,4
1548435343,3
1587891338,3
1598071515,1
1727676480,4
1736464924,5
1822606434,5
58891783,5
118290237,3
122639631,5
627194089,5
794174063,5
995953385,7
1063851389,3
1137673280,3
1190274128,3
1309247158,3
1414923597,3
1522764161,3
1614249828,1
1628841913,5
1645266306,5
1678309349,3
1679195153,5
1699583160,3
1721019829,5
1724642273,4
1745418065,5
1785489087,5
1805626802,3
43725215,5
255172230,5
411202375,3
433078339,3
860273195,3
929238756,3
1098359942,9
1120164721,3
1197402175,3
1458141587,4
1541164676,5
1548990271,5
1588931124,3
1616958862,2
1667317449,5
1704775414,5
1801499681,5
176145326,5
217948138,5
339524755,5
663226539,3
752349821,3
1004718544,1
1078111303,3
1082206657,2
1096108505,3
1442161663,4
1447097201,1
1457949868,3
1480160745,5
1500217201,1
1528607332,3
1609722172,3
1628142405,5
1670004705,3
1679386586,3
1720348510,5
1743286683,3
1752302095,3
1790246274,3
48721940,3
89148922,3
110729267,4
155972189,3
569930483,5
687767397,5
992277402,1
1009159990,3
1010296506,4
1116051187,3
1164261411,5
1208350457,4
1224435491,5
1230574615,3
1264147594,5
1291643017,4
1373626047,3
1420361499,7
1536732334,5
1595919151,5
1703920041,5
1704774793,5
1704804813,5
1720363010,5
1743295054,5
1748340231,5
1750933278,3
672863025,3
698302066,3
731531030,5
908006420,5
1363224669,1
1398622484,9
1628655170,5
1642082374,3
1678673316,4
1691932222,9
1703803408,5
1745860458,3
1750727189,3
1760044186,3
1766558554,5
1780177093,5
1783258304,3
1828527381,3
50925311,3
636380217,3
988056993,1
1050145381,3
1126606210,3
1172603698,4
1191625366,2
1283542769,3
1305874451,3
1377102591,5
1390644549,5
1480254481,3
1491528110,1
1534290417,5
1555967820,5
1596724855,3
1653441610,5
1695051429,9
686325417,5
851120079,4
1170603546,3
1239014833,5
1474336133,3
1625474569,5
1640349432,5
1644915466,5
1663486608,3
1663701685,1
1679945321,5
1695023083,1
1736494535,5
1764198957,5
1784545484,5
1830963158,3
85395556,5
552392351,3
701757614,5
986113083,5
1005054672,1
1008463317,4
1177780625,5
1269660779,2
1370640776,5
1375010302,5
1439887976,3
1556018076,5
1590216600,3
1598371375,5
1604196401,5
1653875554,5
1727453249,5
1831015390,3
13799855,3
45406617,3
629786028,5
710153007,5
791145818,5
924441922,5
1158868759,5
1209998009,5
1336955428,5
1435380749,5
1457374794,5
1662878384,5
1711234425,5
1720223853,3
1734409628,5
1742188433,5
1743291010,3
1744315323,3
1779597030,3
1801928508,5
1806765409,3
1813587085,3
1814810806,5
34493822,3
87134614,1
223061080,1
618167988,5
966971049,5
1060094934,5
1379210954,3
1496929618,4
1626806960,3
1653556096,5
1657618732,3
1659590156,1
1704293808,5
1712638465,5
1801536880,5
12510726,3
14573672,1
43787394,3
69750091,5
191297848,1
453017001,3
621937169,5
708837491,3
814992892,3
826662072,3
828335246,7
961611778,3
1072562318,5
1088882160,3
1127460139,3
1324392335,5
1460733043,1
1600125399,1
1628998046,5
1632442042,3
1656261377,1
1727599632,5
1736395640,5
1742573437,5
1750931256,1
1793675621,4
1794098787,4
1796010623,3
1824564450,5
668562536,5
705844850,5
766681853,5
838088600,3
960828188,3
978846156,1
1053989189,5
1371129028,5
1378680990,5
1507142334,3
1671284761,5
1698879480,3
1704370088,7
1741537921,5
1756113106,1
1767245060,1
1773149049,1
1779584353,3
1779872291,5
1830896282,5
23519341,3
134841169,3
262592141,1
303235514,3
552184693,3
706765184,3
1003657855,3
1182838190,3
1331080574,5
1355693153,5
1409039450,2
1459501362,5
1647664711,5
1662913957,3
1690842055,3
1691947947,9
1764150068,3
1777023644,2
1777283578,3
1779747932,5
163512742,5
338976206,3
429126804,5
738809544,4
752813535,5
842403249,3
980841498,3
1030533013,3
1086213941,3
1312456900,3
1373378358,3
1551076139,3
1625710054,5
1632994728,3
1653872603,5
1712087432,7
1720320726,5
1734629111,5
1801579756,5
26300847,3
151729898,5
985169651,3
1108129060,3
1324196917,1
1329593646,3
1390737760,3
1399926139,5
1476952866,3
1508827538,5
1562204189,5
1631581040,3
1642291134,1
1676666019,5
1706687408,5
1721027982,3
1789525482,5
1791619537,5
1797916055,4
1813768910,3
55435067,3
64450697,3
73682527,5
154439718,5
970698386,5
1010418614,4
1207318057,5
1222557452,3
1326227169,2
1366567542,4
1444237333,2
1480353333,5
1501908911,1
1561633442,5
1609193806,1
1678294824,1
1691352953,3
1714661396,12
1766812648,5
1828374861,3
168063118,1
436561013,3
468753938,5
473262683,3
513353769,5
671830774,3
828831687,1
1067625257,4
1088961846,1
1392608593,5
1443215661,9
1443836252,1
1506779312,1
1645480788,5
1650466881,1
1654000298,5
1654044795,5
1667235494,1
1692018586,9
1733098784,3
1743303814,5
1748456520,5
1784553552,5
303546581,1
751038703,5
1374405828,4
1468960329,3
1534271329,9
1646663999,1
1698509667,5
1738174188,3
1788471994,2
48923633,5
183833860,5
812768888,3
820190579,5
831660496,3
995896795,5
1054806042,5
1156315879,5
1162763180,5
1209974962,5
1302573666,3
1356956964,3
1406532752,4
1459521399,3
1497622821,5
1596714801,3
1658169896,5
1677982061,5
1679270990,5
1705943790,1
1741503800,3
1744012849,1
1748401071,5
1779630276,3
1780057280,3
143374380,5
283269476,5
541579432,4
641287357,3
721935589,5
791142988,3
1093625598,3
1257584322,3
1379204258,3
1444217672,3
1457133190,3
1471724820,3
1506783157,5
1581687304,3
1604447086,5
1634048265,3
1742575127,5
1764151810,5
1766951743,5
1779877275,3
20079330,3
44719419,3
323304691,3
540053437,3
772650618,5
845403559,3
1038535787,4
1189784931,5
1197684571,5
1260582734,5
1287757026,3
1342965418,5
1485566307,5
1513825913,4
1534651301,4
1538738211,3
1555506302,5
1564514735,5
1587408329,1
1606451398,1
1629115038,3
1662885052,7
1663029819,5
1686382169,5
1729049479,5
1746289355,5
1761437212,9
1784844494,5
32720797,4
64186405,5
85227764,1
270520351,3
673232092,1
720771181,5
845054219,5
1111814396,4
1142251519,3
1206985782,5
1225904187,3
1237707089,3
1271752433,2
1363488967,5
1384137137,3
1437093080,7
1541166016,4
1546276975,5
1690929489,5
1692602668,7
1704072971,2
1738259830,5
1742427034,5
1805571374,7
1833925097,7
3340209,5
11686266,5
295135004,4
577097857,5
585436576,5
863492830,5
995916969,5
1057169965,3
1103460036,2
1184587649,5
1194318614,3
1294201483,5
1404181391,5
1411510722,5
1421158206,3
1451423634,5
1480202791,5
1525389719,5
1591982620,5
1610002709,5
1653696475,5
1673296705,1
1729395598,3
1734989547,1
1736441022,3
1743280218,3
1748191704,5
1756679425,3
1775044463,3
1810873580,5
1823790546,4
628240417,5
764804933,3
1010316362,3
1191694605,9
1202504643,2
1450594581,7
1595167606,3
1608740893,5
1629051230,7
1646907388,3
1650949107,5
1678582314,5
1687532461,1
1699751612,3
1704140488,5
1705054439,5
1723485894,3
1740910307,5
1743338551,3
1748485146,5
1750597102,1
1813619830,1
202800815,3
696249592,4
894853123,3
909415189,4
948013996,4
974314945,4
1047580539,3
1204234979,3
1265080336,3
1377412839,5
1541813632,5
1604506846,5
1679598196,3
1692980647,1
1734591245,5
1779840343,5
1781597028,3
1830912230,5
339560971,5
652398772,3
729973100,3
750329074,1
866943680,8
974430093,5
1089122721,1
1183679124,5
1296406113,5
1506388478,4
1588064503,1
1626724530,3
1650944892,5
1656302782,5
1678673155,5
1707463531,5
1734635255,5
1736450775,3
1740367166,5
1817741611,5
1820923214,3
42427916,3
47330470,5
116587663,3
598722747,5
624327272,3
660851044,5
723710913,5
865038429,1
906599173,5
1036636160,4
1054144093,3
1063851392,3
1080334695,3
1183595066,3
1197609421,5
1272435383,5
1383983117,9
1388809095,5
1536509452,5
1650135779,4
1681078872,5
